seed,info,fold,epochs,learning_rate,batch_size,hidden_size,best_fold_epoch,best_fold_train_loss,best_fold_train_acc,best_test_loss,best_test_acc,tensor_label,export_time
42,validation,off,200,0.001,128,256,198,1.487194157683331,0.9735237955346651,1.5581642389297485,0.9042814289610035,VAE | s2345,2024-03-08 19:13:40.092588
2024,validation,off,200,0.001,128,256,198,1.4922550823377527,0.9684103260869565,1.5694680213928223,0.8922825197709299,VAE | s2345,2024-03-08 19:13:40.092588
4042,validation,off,200,0.001,128,256,173,1.491613042872885,0.9690217391304348,1.5647709369659424,0.8963730569948186,VAE | s2345,2024-03-08 19:13:40.092588
8096,validation,off,200,0.001,128,256,198,1.4897885301838751,0.9709239130434782,1.5631814002990723,0.8988273793291519,VAE | s2345,2024-03-08 19:13:40.092588
128000,validation,off,200,0.001,128,256,199,1.4917211397834447,0.9689225910693302,1.5651280879974365,0.8961003545132261,VAE | s2345,2024-03-08 19:13:40.092588
42,validation,off,200,0.001,128,256,196,1.5872161357299142,0.8793221210340776,1.6250337362289429,0.8393782383419689,p_link | s2345,2024-03-08 19:15:23.174173
2024,validation,off,200,0.001,128,256,198,1.586248897469562,0.8803466509988249,1.632606029510498,0.8317425688573766,p_link | s2345,2024-03-08 19:15:23.174173
4042,validation,off,200,0.001,128,256,199,1.587668454128763,0.8789512338425381,1.6272801160812378,0.8380147259340059,p_link | s2345,2024-03-08 19:15:23.174173
8096,validation,off,200,0.001,128,256,198,1.6169097278429114,0.8490837984723855,1.6704254150390625,0.791655304063267,p_link | s2345,2024-03-08 19:15:23.174173
128000,validation,off,200,0.001,128,256,197,1.5884868652924247,0.8775117508813162,1.625757098197937,0.8388328333787838,p_link | s2345,2024-03-08 19:15:23.174173
42,validation,off,200,0.001,128,256,179,1.4965760251750118,0.9645068301997649,1.5639373064041138,0.8966457594764112,StandardAE | s2345,2024-03-08 19:17:02.698238
2024,validation,off,200,0.001,128,256,199,1.4948967073274695,0.9662235605170387,1.5656987428665161,0.8961003545132261,StandardAE | s2345,2024-03-08 19:17:02.698238
4042,validation,off,200,0.001,128,256,186,1.4981974995654561,0.9628084606345475,1.5653867721557617,0.8977365694027816,StandardAE | s2345,2024-03-08 19:17:02.698238
