seed,info,fold,epochs,learning_rate,batch_size,hidden_size,best_fold_epoch,best_fold_train_loss,best_fold_train_acc,best_test_loss,best_test_acc,tensor_label,export_time
4042,validation,off,200,0.001,128,256,196,1.3152913649876912,0.9605869391025642,1.358508825302124,0.9130718954248366,p_minsg | s2345,2024-03-08 12:18:15.286653
8096,validation,off,200,0.001,128,256,199,1.3452175632119179,0.929862780448718,1.3689711093902588,0.9058823529411765,p_minsg | s2345,2024-03-08 12:18:15.286653
128000,validation,off,200,0.001,128,256,189,1.3163177718718846,0.959159655448718,1.3531094789505005,0.9209150326797385,p_minsg | s2345,2024-03-08 12:18:15.286653
42,validation,off,200,0.001,128,256,182,1.301785794397195,0.9724183693910257,1.323407530784607,0.9509803921568627,p_ming | s2345,2024-03-08 12:18:54.945640
2024,validation,off,200,0.001,128,256,199,1.3008029833436012,0.9731069711538461,1.3325340747833252,0.9418300653594771,p_ming | s2345,2024-03-08 12:18:54.945640
4042,validation,off,200,0.001,128,256,196,1.3002575660745304,0.9737580128205128,1.3465360403060913,0.9281045751633987,p_ming | s2345,2024-03-08 12:18:54.945640
8096,validation,off,200,0.001,128,256,181,1.3038796583811443,0.9701772836538461,1.3264708518981934,0.9470588235294117,p_ming | s2345,2024-03-08 12:18:54.945640
128000,validation,off,200,0.001,128,256,172,1.3020815377434094,0.9719676482371794,1.3292407989501953,0.9431372549019608,p_ming | s2345,2024-03-08 12:18:54.945640
42,validation,off,200,0.001,128,256,187,1.30543598284324,0.9685496794871794,1.323062777519226,0.9509803921568627,pareto | s2345,2024-03-08 12:19:34.345406
2024,validation,off,200,0.001,128,256,197,1.301594542960326,0.9724559294871794,1.3282299041748047,0.9464052287581699,pareto | s2345,2024-03-08 12:19:34.345406
4042,validation,off,200,0.001,128,256,182,1.3004513084888458,0.9737580128205128,1.3413589000701904,0.9333333333333333,pareto | s2345,2024-03-08 12:19:34.345406
8096,validation,off,200,0.001,128,256,196,1.3022063300013542,0.9718424479166666,1.3362622261047363,0.9366013071895425,pareto | s2345,2024-03-08 12:19:34.345406
128000,validation,off,200,0.001,128,256,196,1.303176720937093,0.9709535256410257,1.3288499116897583,0.9464052287581699,pareto | s2345,2024-03-08 12:19:34.345406
42,validation,off,200,0.001,128,256,180,1.2996985465288162,0.9742462940705128,1.3272762298583984,0.9470588235294117,p_recon | s2345,2024-03-08 12:20:12.974774
2024,validation,off,200,0.001,128,256,183,1.3002662782867749,0.9736328125,1.3357683420181274,0.938562091503268,p_recon | s2345,2024-03-08 12:20:12.974774
4042,validation,off,200,0.001,128,256,185,1.298561930656433,0.9753856169871794,1.3533823490142822,0.9209150326797385,p_recon | s2345,2024-03-08 12:20:12.974774
8096,validation,off,200,0.001,128,256,144,1.3017803728580475,0.9721429286858975,1.336587905883789,0.9359477124183007,p_recon | s2345,2024-03-08 12:20:12.974774
128000,validation,off,200,0.001,128,256,179,1.3011124556263287,0.9729817708333334,1.332392692565918,0.9418300653594771,p_recon | s2345,2024-03-08 12:20:12.974774
